Deck ID,Deck Name,Card ID,Question,Answer,Next Review Date,Repetitions,Easiness Factor,Interval,Tags
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,6fb000e0-ed0c-4bc8-b552-dc15518c3c7a,同感,どうかん - agreement; same opinion; same feeling; sympathy; concurrence,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,2a1e1fbd-d4db-41ed-9ac9-fa9b416c6e98,風車,かざぐるま - 1.  windmill; 2.  pinwheel,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,da601f83-aa19-4e4f-9f4d-d14b3aa7e9e1,何処か,どこか - somewhere; anywhere; in some respects,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,0600a70c-fbdd-4194-8689-0d775fa7a79c,早める,はやめる - to hasten; to quicken; to expedite; to precipitate; to accelerate,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,182fe701-a1b3-439d-b45a-194ae9bef085,賭け,かけ - betting; gambling; a gamble,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,b86440ef-d514-4d68-87e1-ec6b62e51936,興じる,きょうじる - to amuse oneself; to make merry,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,e6cabb49-02e3-4c21-abe2-e432e6cc3f09,磁気,じき - magnetism,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,04fa5666-855f-4655-b1df-07145c6507ae,若しかして,もしかして - perhaps; possibly,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,3a6dc106-1440-4d9a-bf8a-668a09434cf5,彼方此方,あちこち - here and there,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,4dd3150e-8fe8-4493-bc32-3bf815c90f80,視点,してん - opinion; point of view; visual point,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,07b1e09b-b472-4f8d-96ea-83ccb2cc42f7,開発,かいはつ - development; exploitation,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,23852cc8-f892-45c0-91c7-156e4df34ae7,彼の,あの - that over there,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,fcf6640b-9be6-4fc2-8f00-b334ff4b10ef,滞納,たいのう - non-payment; default,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,4e402d82-fb9f-493c-a86a-078f08efa636,果て,はて - the end; the extremity; the limit(s); the result,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,37fc309e-a8e9-4fff-8152-c09d1118be4a,長閑,のどか - tranquil; calm; quiet,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,4ee02157-c739-4f8e-ba14-eca5afcdfb2e,負う,おう - to bear; to owe,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,2a0c02a3-6636-45c9-999b-ef0fa057184a,首脳,しゅのう - head; brains,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,f7d067f3-b229-4abf-a0d6-c09001a33f54,一筋,ひとすき - a line; earnestly; blindly; straightforwardly,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,d9e94bbd-2316-4011-8f7d-0f8cd33850b6,落ち着き,おちつき - calm; composure,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,26679d5d-411e-4fc9-b4ca-15e6fccfbd71,業者,ぎょうしゃ - trader; merchant,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,c105dd1a-63ee-4ea2-b409-2f4ddd0ae348,蛋白質,たんぱくしつ - protein,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,cef99771-f76f-4e36-b1dc-d7975c801412,タイムリー,timely; run-batted-in (baseball); RBI,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,47cd0ab9-7bfa-4394-9490-bbd3c84d1a4a,後悔,こうかい - regret; repentance,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,6cae5884-1c04-46b2-9b39-16f98ca20507,購読,こうどく - subscription (e.g. magazine),2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,4700efab-de41-43d0-b9f5-dc9a6eb48b1c,嗜好,しこう - taste; liking; preference,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,52a08b8f-45fd-42c3-beb7-e43e09453b7b,診療,しんりょう - medical examination and treatment; diagnosis,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,054fc131-6f3d-4387-9727-949ccbccc54a,班,はん - group; party; section (mil),2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,469bde87-b754-4dff-a154-b0368b04a1a7,保管,ほかん - charge; custody; safekeeping; deposit; storage,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,d19c7f2d-3c6f-42e7-b2d6-8a8e1f3f845f,スチーム,steam,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,b8e4cf75-2766-4a15-a463-75592c4e72e6,配列,はいれつ - arrangement; array (programming),2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,b3ac361c-a529-4abd-9339-3e9a7ea6edc3,染める,そめる - to dye; to colour,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,d9fbc181-ddb6-446d-8617-8c818174a80f,途上,とじょう - en route; half way,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,fd053296-5700-4366-90c4-79b3a27a0361,店,てん - store; shop; establishment,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,116e7d01-5ff3-4a06-ba6a-b6f3ac39ca54,刑,けい - penalty; sentence; punishment,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,74771c60-0d7f-4477-871e-2039cd8376a1,野党,やとう - opposition party,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,f33d1340-08fd-4db8-a776-9c214e8ac674,徒歩,とほ - walking; going on foot,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,f4b5385d-ea67-4102-8f62-bc65cb56d155,伝来,でんらい - ancestral; hereditary; imported; transmitted; handed down,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,1eec1ea4-f02a-47e5-b661-12450035cdec,トーン,tone,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,cc54d385-54ef-47b1-9375-bf79873fd267,カメラマン,cameraman,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,5f656bc5-c11f-4fa4-9996-7188e70457fc,抗議,こうぎ - protest; objection,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,cd19f036-db8b-4888-be11-0252b646eba8,自惚れ,うぬぼれ - pretension; conceit; hubris,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,660c6ee0-d4f7-422f-8d6e-b37700e641d9,齎らす,もたらす - to bring; to take; to bring about,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
1f9d3bbe-786d-4026-9c4e-b8f333b7cfde,JLPT N1 Vocab,0e2586e4-786c-4917-a51d-5d283968e85f,優越,ゆうえつ - supremacy; predominance; being superior to,2024-07-20 13:16:35.939772,0,2.5,0,['N1']
