Deck ID,Deck Name,Card ID,Question,Answer,Next Review Date,Repetitions,Easiness Factor,Interval,Tags
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,ee5d0649-2928-4e5f-b19d-6f660851886f,雲,くも - cloud,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,a3d6a2bc-171d-4621-96a4-a177a6c0aef8,サンドイッチ,sandwich,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,5fd5e642-828a-466e-8348-205c863f95ac,故障,こしょう・する - to break-down,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,ef57b576-ac87-4e72-af38-8eab88d59159,怖い,こわい - frightening,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,9079a037-1323-4b7c-8d90-aea7a5a1be2d,エスカレーター,escalator,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,abb2dcd9-81dd-4818-b1a7-3c56e2059e0b,運ぶ,はこぶ - to transport,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,966176a1-87ea-4a3f-821f-6ffab60eeb36,受ける,うける - to take a lesson or test,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,d6eea41a-2d36-4b9f-a09d-69823c5abbe5,お嬢さん,おじょうさん - young lady,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,c39e054a-8cce-4141-88f9-a0cbb1de0428,首,くび - neck,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,5db3ca56-7e75-4c76-83dc-1799bcb9ef01,市民,しみん - citizen,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,d937bb97-956d-42b4-a368-8df826db619c,付く,つく - to be attached,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,a0a948dc-bbdd-47b2-a035-5ae6e46e1771,すく,to become empty,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,84b0e993-ef11-43a1-b0ba-0b1c5b1ddb2a,こと,"thing, matter",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,bfd6008d-6ab8-4e49-b9c3-e863f7cf6afd,訪ねる,たずねる - to visit,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,70228e85-dbe3-42d6-a0f4-19b6b396f19a,お祝い,おいわい - congratulation,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,b9e98a72-f6a8-4a97-868e-c9060909c824,一生懸命,いっしょうけんめい - with utmost effort,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,72c88858-b9df-4c33-9e83-14d4b7f5a742,済む,すむ - to finish,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,ed552ac6-d993-4359-9461-52df5e723b6c,アメリカ,America,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,a764d356-6972-43b5-98aa-48febdc706e4,復習,ふくしゅう - revision,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,6f0aa6ae-649c-4c56-b9ac-11d89cc808ae,急,"きゅう - urgent, steep",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,60f760f1-cf46-4d3c-96c4-d5b7b036136b,これから,after this,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,6b2c95f5-29c3-44c3-a6a8-af538c9b3eb5,指輪,ゆびわ - finger ring,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,76ac1a0f-502d-46b3-b320-2b93c2df8cfb,美しい,うつくしい - beautiful,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,ded143ba-f841-48c2-9e89-08f325b0c5b5,直る,"なおる - to be fixed, to be repaired",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,38175d38-26b2-40aa-a9d5-0650a148b0e6,水泳,すいえい - swimming,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,b7abfd81-cb5f-46f6-b462-e6df584b8105,真中,まんなか - middle,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,f01e4196-bb88-4502-800b-e8f9f3f82278,発音,はつおん - pronunciation,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,b013904d-ff1b-4794-9462-482d531bb106,手伝う,てつだう - to assist,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,fd572157-0a40-449b-b54d-f37170d0a083,折れる,おれる - to break or be folded,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,3eb2d1e5-2cba-4632-ac11-465acccd21f6,一度,いちど - once,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,a1aac2a6-3c3c-4926-8099-05977fbda938,高等学校,こうとうがっこう - high school,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,ab6cff76-25a5-46ea-a646-dfdd7b94aca9,アルコール,alcohol,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,da2b420d-53a5-46af-8fb2-f4b4cf013b02,アナウンサー,announcer,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,f8b074fb-9971-47de-9cd6-41e550c1dd78,最初,"さいしょ - beginning, first",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,64c2c2fd-83d9-4904-aaab-c118debfe851,投げる,なげる - to throw or cast away,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,70e4f53d-7008-41c2-a7b6-edcf4aa670e1,変える,かえる - to change,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,e06f74e4-8472-48c5-909e-763b57c5bb9a,昼間,"ひるま - daytime, during the day",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,f87c1ed1-1a58-496c-9ee2-b1dccc501159,神社,じんじゃ - Shinto shrine,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,2788df13-02e4-4c50-a97b-36bf4ed4edbb,食料品,しょくりょうひん - groceries,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,a393fc66-e5bd-4d74-b517-fb06416014d9,丁寧,ていねい - polite,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,a3d97d10-4d72-42ea-8aa6-17b6fd5ce813,規則,きそく - regulations,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,c6a1e63c-f10e-448d-9e7a-3cc736d54dbe,もうすぐ,soon,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,c2bbc5ec-126a-4bef-b10f-86d64bf9306a,絹,きぬ - silk,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,efebbcff-5d6d-48a2-9f91-32391fbebbf9,怒る,"おこる - to get angry, to be angry",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,63772b71-c754-49cc-a8d2-46be75f76d61,用,よう - use,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,7554e257-5a6b-46a4-91ba-5f5ba630b9a6,致す,いたす - (humble) to do,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,0186d6fd-2659-4b60-b79c-8ce3435e3566,海岸,かいがん - coast,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,26649228-4eb1-403b-b19d-6a02bc16b42c,経済,"けいざい - finance, economy",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,1650d319-cbf9-483a-b1c6-743507a6fa2d,以上,"いじょう - more than, this is all",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,2461b011-bae1-45d0-97b9-2f29c448b3cb,掛ける,かける - to hang something,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,c6ee4c60-b0ee-40a1-917f-e293366f7742,届ける,とどける - to reach,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,63dcc720-1961-4dca-b04c-2e78f3851898,適当,てきとう - suitability,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,fccb123c-363c-49ec-9fb8-2dd7494c7490,祖父,そふ - grandfather,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,43794a8d-392e-4613-a5b8-714a2a4a41de,研究室,"けんきゅうしつ - study room, laboratory",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,4009ed5f-64a7-4d8b-84cb-f00e879c1790,文学,ぶんがく - literature,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,06e49c25-f421-4d3c-8491-a2dc02c95699,生きる,いきる - to live,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,d9317a85-7ef3-415e-848e-60521933628f,それほど,to that extent,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,689fc602-711a-46f4-bd12-5412c479b3a1,うまい,delicious,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,e9be09d3-5cb0-4ac7-afc8-03dc38e4ccc9,ずいぶん,extremely,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,eea9fc39-ff99-40e2-b37a-56ec797cd3f5,お・金持ち,かねもち / おかねもち - rich man,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,61002064-7d66-4752-9ac7-5612a94d9edc,続く,つづく - to be continued,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,e2e90f40-302c-4a3c-b0e4-55dd07d53169,受付,うけつけ - receipt,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,850281ea-f032-4199-b1c1-8ef9687d05de,代わり,"かわり - substitute, alternate",2024-07-20 13:16:35.939772,0,2.5,0,['N4']
baccc3e8-be30-4313-b3f1-3293c90c3601,JLPT N4 Vocab,00c86049-b41c-4c26-8381-ca3b8d58bb25,残る,のこる - to remain,2024-07-20 13:16:35.939772,0,2.5,0,['N4']
